order_id,customer_id,order_date,order_status,payment_method,shipping_country,shipping_fee,discount,marketing_campaign_id,order_amount
O0009264,C01876,2024-09-01T18:24:00,completed,paypal,Brazil,3.99,0.0,,70.47
O0009265,C04019,2024-10-12T01:24:00,completed,bank_transfer,Germany,5.99,0.0,,78.45
O0009266,C04019,2022-08-03T15:32:00,completed,google_pay,Germany,5.99,0.0,,27.06
O0009267,C04019,2022-09-05T21:02:00,completed,google_pay,Germany,5.99,10.0,CAM108,116.44
O0009268,C03832,2022-08-11T19:11:00,completed,bank_transfer,France,9.99,0.0,,23.96
O0009269,C04019,2024-01-21T06:34:00,completed,google_pay,Germany,3.99,0.0,,184.11
O0009270,C04019,2024-07-26T08:09:00,completed,credit_card,Germany,3.99,0.0,,18.23
O0009271,C02743,2023-11-01T10:58:00,completed,paypal,United Kingdom,3.99,0.0,,51.02
O0009272,C04019,2024-09-15T02:02:00,completed,apple_pay,Germany,5.99,0.0,,42.66
O0009273,C04019,2024-04-28T23:15:00,completed,paypal,Germany,3.99,0.0,,127.33
O0009274,C00248,2025-05-29T02:17:00,completed,credit_card,United Kingdom,5.99,0.0,,34.13
O0009275,C04019,2024-02-18T00:17:00,completed,credit_card,Germany,5.99,0.0,,37.36
O0009276,C04019,2024-07-16T21:48:00,completed,credit_card,Germany,3.99,0.0,,35.0
O0009277,C04019,2025-03-16T09:18:00,completed,google_pay,Germany,3.99,0.0,,24.0
O0009278,C04019,2024-07-17T15:30:00,completed,google_pay,Germany,3.99,0.0,,18.43
O0009279,C00248,2023-11-13T08:25:00,completed,google_pay,United Kingdom,0.0,0.0,,35.51
O0009280,C04019,2024-05-11T03:43:00,completed,credit_card,Germany,5.99,0.0,,52.32
O0009281,C01073,2023-04-27T08:04:00,completed,paypal,Canada,3.99,0.0,,23.77
O0009282,C04019,2023-11-17T20:11:00,completed,bank_transfer,Germany,9.99,5.0,CAM109,29.28
O0009283,C04019,2024-09-22T22:33:00,cancelled,google_pay,Germany,3.99,0.0,,11.18
O0009284,C04019,2024-12-24T00:45:00,completed,google_pay,Germany,5.99,0.0,,18.65
O0009285,C04019,2025-09-05T13:08:00,completed,apple_pay,Germany,3.99,0.0,,43.27
O0009286,C04019,2022-09-06T15:19:00,completed,apple_pay,Germany,9.99,0.0,CAM101,78.17
O0009287,C04019,2024-12-29T16:48:00,completed,google_pay,Germany,3.99,0.0,,56.3
O0009288,C04019,2024-07-08T02:06:00,completed,bank_transfer,Germany,3.99,0.0,,39.81
O0009289,C04019,2022-11-11T18:49:00,completed,apple_pay,Germany,3.99,0.0,,26.1
O0009290,C04019,2023-03-27T22:25:00,completed,bank_transfer,Germany,5.99,0.0,,31.48
O0009291,C04019,2022-05-20T09:59:00,completed,google_pay,Germany,3.99,0.0,,11.95
O0009292,C04019,2024-12-09T22:25:00,completed,google_pay,Germany,3.99,0.0,,60.02
O0009293,C04019,2024-03-06T02:56:00,completed,paypal,Germany,3.99,20.0,CAM107,158.18
O0009294,C04019,2023-05-25T23:48:00,returned,paypal,Germany,3.99,0.0,,8.99
O0009295,C01073,2024-10-05T12:15:00,completed,google_pay,Canada,5.99,20.0,CAM102,520.95
O0009296,C04019,2025-09-03T02:27:00,completed,apple_pay,Germany,9.99,0.0,,123.01
O0009297,C00248,2023-12-22T12:33:00,completed,credit_card,United Kingdom,3.99,0.0,CAM105,30.8
O0009298,C04019,2025-03-08T00:39:00,completed,paypal,Germany,5.99,0.0,,11.28
O0009299,C04019,2023-03-04T05:14:00,completed,apple_pay,Germany,3.99,20.0,CAM108,9.64
O0009300,C03832,2025-03-23T20:26:00,completed,google_pay,France,3.99,0.0,CAM106,13.66
O0009301,C01876,2023-01-03T10:54:00,completed,google_pay,Brazil,3.99,0.0,,14.69
O0009302,C04019,2023-12-15T17:31:00,completed,google_pay,Germany,0.0,0.0,,8.71
O0009303,C00248,2023-12-21T05:41:00,completed,apple_pay,United Kingdom,3.99,0.0,,18.62
O0009304,C04019,2023-03-17T00:34:00,completed,google_pay,Germany,3.99,0.0,,82.47
O0009305,C03832,2024-08-13T08:47:00,cancelled,bank_transfer,France,3.99,0.0,,72.29
O0009306,C04019,2024-12-14T16:50:00,completed,credit_card,Germany,0.0,0.0,,15.88
O0009307,C04019,2024-09-12T05:12:00,completed,google_pay,Germany,3.99,0.0,,136.95
O0009308,C00248,2023-01-01T21:36:00,completed,google_pay,United Kingdom,3.99,0.0,,29.71
O0009309,C01876,2025-03-04T13:56:00,completed,credit_card,Brazil,3.99,0.0,CAM102,42.48
O0009310,C04019,2024-12-10T20:05:00,completed,apple_pay,Germany,5.99,0.0,,43.01
O0009311,C04019,2023-10-23T20:50:00,completed,paypal,Germany,5.99,0.0,,162.94
O0009312,C04019,2022-06-21T19:13:00,completed,credit_card,Germany,5.99,0.0,,50.94
O0009313,C04019,2023-08-19T13:52:00,completed,credit_card,Germany,3.99,0.0,,32.47
O0009314,C00901,2022-09-30T20:59:00,completed,google_pay,India,5.99,0.0,,72.03
O0009315,C00248,2024-12-22T01:14:00,completed,paypal,United Kingdom,3.99,0.0,,31.22
O0009316,C04019,2023-06-24T05:29:00,completed,credit_card,Germany,3.99,0.0,,10.22
O0009317,C04019,2024-02-27T23:50:00,completed,google_pay,Germany,3.99,0.0,,55.85
O0009318,C00901,2025-04-10T18:01:00,completed,google_pay,India,3.99,0.0,,19.66
O0009319,C00248,2024-03-23T05:59:00,completed,apple_pay,United Kingdom,3.99,0.0,,32.74
O0009320,C04019,2024-12-15T17:55:00,completed,credit_card,Germany,3.99,0.0,,12.94
O0009321,C04019,2022-11-02T10:39:00,completed,paypal,Germany,5.99,0.0,,30.16
O0009322,C04019,2022-07-25T13:55:00,completed,credit_card,Germany,3.99,0.0,,72.17
O0009323,C03598,2024-02-03T01:37:00,completed,google_pay,United States,3.99,0.0,,13.82
O0009324,C01073,2023-02-11T11:57:00,cancelled,apple_pay,Canada,3.99,0.0,,15.72
O0009325,C04019,2023-03-12T10:11:00,completed,paypal,Germany,5.99,0.0,,37.22
O0009326,C04019,2023-07-28T17:21:00,completed,bank_transfer,Germany,3.99,0.0,,23.92
O0009327,C00248,2023-10-15T21:44:00,completed,credit_card,United Kingdom,5.99,0.0,,63.2
O0009328,C04019,2022-10-05T13:25:00,completed,credit_card,Germany,3.99,0.0,,24.15
O0009329,C03832,2022-11-01T20:25:00,completed,credit_card,France,3.99,0.0,,19.66
O0009330,C00248,2025-07-22T18:41:00,completed,bank_transfer,United Kingdom,5.99,0.0,CAM102,28.37
O0009331,C04019,2025-06-20T08:59:00,completed,apple_pay,Germany,3.99,0.0,,20.98
O0009332,C04019,2024-01-20T23:22:00,completed,paypal,Germany,3.99,0.0,,82.47
O0009333,C04019,2023-05-06T08:29:00,completed,google_pay,Germany,3.99,0.0,,19.66
O0009334,C04019,2024-02-13T22:36:00,completed,google_pay,Germany,5.99,0.0,CAM104,11.3
O0009335,C00248,2024-05-03T10:19:00,completed,bank_transfer,United Kingdom,3.99,0.0,,26.83
O0009336,C04019,2024-02-14T20:02:00,completed,apple_pay,Germany,5.99,0.0,CAM101,38.0
O0009337,C04019,2023-06-18T10:45:00,completed,apple_pay,Germany,3.99,5.0,CAM107,41.19
O0009338,C04019,2024-12-21T20:01:00,completed,credit_card,Germany,3.99,15.0,CAM109,12.34
O0009339,C04019,2025-03-28T14:24:00,completed,credit_card,Germany,3.99,0.0,,65.24
O0009340,C04019,2023-05-10T08:56:00,completed,apple_pay,Germany,3.99,0.0,,37.82
O0009341,C04019,2025-04-14T09:59:00,completed,google_pay,Germany,3.99,0.0,,16.74
O0009342,C04019,2025-05-15T19:20:00,completed,paypal,Germany,3.99,0.0,,28.63
O0009343,C00248,2023-01-17T23:22:00,completed,apple_pay,United Kingdom,0.0,0.0,,45.59
O0009344,C04019,2022-10-27T05:15:00,completed,google_pay,Germany,3.99,0.0,,26.17
O0009345,C00248,2022-03-20T18:42:00,completed,apple_pay,United Kingdom,3.99,0.0,,39.03
O0009346,C04019,2024-03-23T04:26:00,completed,paypal,Germany,0.0,0.0,,58.87
O0009347,C04019,2025-05-07T04:32:00,completed,apple_pay,Germany,5.99,0.0,,36.95
O0009348,C04019,2023-11-25T02:12:00,returned,bank_transfer,Germany,3.99,0.0,,24.33
O0009349,C04019,2024-06-08T15:28:00,completed,bank_transfer,Germany,5.99,15.0,CAM102,13.37
O0009350,C01876,2024-11-10T17:54:00,completed,paypal,Brazil,0.0,0.0,,46.8
O0009351,C04019,2024-10-20T02:13:00,returned,apple_pay,Germany,3.99,20.0,CAM103,30.98
O0009352,C04019,2024-02-04T02:57:00,completed,bank_transfer,Germany,3.99,0.0,CAM109,37.82
O0009353,C00248,2023-07-29T12:41:00,completed,google_pay,United Kingdom,3.99,0.0,,80.04
O0009354,C04019,2024-11-05T01:28:00,completed,google_pay,Germany,3.99,0.0,,19.62
O0009355,C01876,2022-06-17T06:45:00,completed,google_pay,Brazil,9.99,0.0,,25.47
O0009356,C04994,2023-11-03T09:44:00,completed,apple_pay,Germany,3.99,0.0,,20.04
O0009357,C04019,2022-05-06T01:12:00,completed,credit_card,Germany,9.99,0.0,,26.3
O0009358,C04019,2025-06-22T10:54:00,completed,google_pay,Germany,5.99,0.0,,34.13
O0009359,C04019,2024-11-04T19:24:00,completed,bank_transfer,Germany,5.99,0.0,,52.98
O0009360,C04019,2022-03-11T07:15:00,completed,google_pay,Germany,3.99,0.0,,73.7
O0009361,C04019,2024-01-04T12:04:00,completed,apple_pay,Germany,3.99,0.0,,41.01
O0009362,C04019,2023-09-09T12:33:00,completed,bank_transfer,Germany,5.99,0.0,,35.7
O0009363,C04019,2025-05-26T19:48:00,completed,bank_transfer,Germany,3.99,0.0,,23.27
O0009364,C02701,2022-07-22T04:25:00,completed,apple_pay,Brazil,3.99,0.0,CAM108,22.89
O0009365,C01872,2023-12-26T05:54:00,completed,paypal,United States,3.99,0.0,,103.9
O0009366,C04461,2024-12-06T01:39:00,completed,paypal,United States,5.99,0.0,,30.01
O0009367,C04019,2024-05-29T07:43:00,completed,apple_pay,Germany,3.99,0.0,,8.99
O0009368,C04019,2023-11-27T21:33:00,completed,apple_pay,Germany,0.0,0.0,,16.35
O0009369,C00248,2022-04-05T00:53:00,completed,credit_card,United Kingdom,5.99,0.0,,90.76
O0009370,C00248,2024-12-02T09:09:00,completed,bank_transfer,United Kingdom,3.99,0.0,CAM105,13.86
O0009371,C04019,2023-09-10T04:43:00,cancelled,google_pay,Germany,3.99,0.0,,17.8
O0009372,C02771,2024-06-08T05:57:00,completed,credit_card,United States,3.99,0.0,,18.62
O0009373,C04019,2022-07-12T00:47:00,completed,apple_pay,Germany,5.99,0.0,CAM103,51.38
O0009374,C01876,2023-12-28T23:32:00,completed,credit_card,Brazil,3.99,0.0,,32.13
O0009375,C04019,2025-07-26T09:18:00,completed,google_pay,Germany,5.99,0.0,,13.69
O0009376,C04019,2023-12-03T19:59:00,completed,paypal,Germany,3.99,0.0,,80.0
O0009377,C04994,2022-11-07T08:27:00,returned,google_pay,Germany,3.99,0.0,,11.95
O0009378,C00248,2023-01-18T18:02:00,completed,paypal,United Kingdom,3.99,15.0,CAM110,2.71
O0009379,C00248,2022-12-25T23:21:00,completed,paypal,United Kingdom,5.99,10.0,CAM109,11.98
O0009380,C03774,2025-03-29T05:06:00,completed,apple_pay,Canada,3.99,0.0,,24.74
O0009381,C04019,2023-11-09T11:19:00,completed,google_pay,Germany,3.99,0.0,,28.12
O0009382,C04019,2024-08-15T12:17:00,completed,bank_transfer,Germany,5.99,10.0,CAM106,63.53
O0009383,C01339,2022-05-07T14:53:00,completed,credit_card,United Kingdom,3.99,0.0,CAM106,41.01
O0009384,C01379,2025-02-23T03:45:00,completed,bank_transfer,United States,5.99,0.0,,22.71
O0009385,C04019,2025-01-13T18:47:00,completed,paypal,Germany,3.99,0.0,,16.53
O0009386,C04019,2025-08-06T22:44:00,completed,google_pay,Germany,5.99,0.0,,17.2
O0009387,C01073,2022-06-18T14:50:00,completed,bank_transfer,Canada,5.99,0.0,,32.9
O0009388,C01006,2022-03-02T01:52:00,completed,credit_card,India,3.99,0.0,,64.41
O0009389,C04019,2022-01-31T00:05:00,completed,bank_transfer,Germany,3.99,0.0,,50.04
O0009390,C00248,2022-11-06T16:42:00,completed,apple_pay,United Kingdom,0.0,0.0,,67.27
O0009391,C03832,2024-04-20T04:24:00,completed,apple_pay,France,5.99,0.0,,36.22
O0009392,C04019,2022-09-17T19:38:00,completed,credit_card,Germany,3.99,5.0,CAM107,54.96
O0009393,C04019,2025-03-02T10:16:00,completed,google_pay,Germany,5.99,0.0,,26.55
O0009394,C04019,2024-07-20T03:51:00,completed,google_pay,Germany,3.99,0.0,,28.12
O0009395,C04019,2024-11-17T19:07:00,completed,bank_transfer,Germany,3.99,0.0,,131.29
O0009396,C00901,2024-11-17T21:03:00,completed,credit_card,India,3.99,0.0,,42.9
O0009397,C00248,2024-03-08T23:23:00,completed,credit_card,United Kingdom,3.99,0.0,,42.9
O0009398,C04019,2024-03-16T06:50:00,completed,bank_transfer,Germany,5.99,0.0,,19.21
O0009399,C04019,2024-03-31T10:16:00,completed,bank_transfer,Germany,5.99,0.0,,35.53
O0009400,C00248,2023-07-26T12:42:00,completed,apple_pay,United Kingdom,5.99,15.0,CAM103,1.69
O0009401,C04019,2024-09-11T03:40:00,completed,bank_transfer,Germany,5.99,0.0,,31.46
O0009402,C04019,2022-05-24T06:29:00,completed,credit_card,Germany,5.99,0.0,,76.16
O0009403,C04019,2024-03-09T08:30:00,completed,paypal,Germany,3.99,0.0,,15.2
O0009404,C04019,2024-03-01T23:37:00,completed,credit_card,Germany,5.99,0.0,,25.92
O0009405,C04019,2025-09-06T04:56:00,completed,credit_card,Germany,0.0,20.0,CAM106,254.7
O0009406,C04019,2025-07-10T01:48:00,completed,credit_card,Germany,5.99,5.0,CAM106,6.16
O0009407,C04019,2023-04-14T03:46:00,completed,credit_card,Germany,9.99,0.0,CAM102,31.58
O0009408,C00248,2023-08-09T18:51:00,completed,paypal,United Kingdom,3.99,0.0,,65.2
O0009409,C04019,2024-07-17T17:19:00,completed,bank_transfer,Germany,3.99,0.0,,39.76
O0009410,C04019,2024-08-09T23:18:00,completed,google_pay,Germany,9.99,0.0,,589.84
O0009411,C03691,2022-10-18T17:05:00,completed,bank_transfer,Brazil,0.0,0.0,,79.7
O0009412,C01876,2025-06-08T08:20:00,completed,paypal,Brazil,5.99,0.0,,13.77
O0009413,C04019,2023-10-03T10:30:00,returned,paypal,Germany,3.99,0.0,,31.37
O0009414,C04019,2022-07-02T22:45:00,cancelled,credit_card,Germany,3.99,0.0,CAM101,19.43
O0009415,C04019,2023-09-05T07:01:00,completed,google_pay,Germany,5.99,10.0,CAM108,8.35
O0009416,C04019,2024-02-14T10:24:00,completed,google_pay,Germany,5.99,15.0,CAM108,2.97
O0009417,C01073,2023-11-07T10:32:00,completed,paypal,Canada,3.99,0.0,,14.41
O0009418,C04019,2023-06-19T13:10:00,returned,credit_card,Germany,3.99,0.0,,23.77
O0009419,C01876,2022-12-05T19:49:00,completed,apple_pay,Brazil,5.99,0.0,,50.74
O0009420,C00248,2023-04-08T22:45:00,completed,google_pay,United Kingdom,5.99,0.0,,46.69
O0009421,C04019,2024-08-02T18:22:00,completed,apple_pay,Germany,0.0,0.0,,14.56
O0009422,C04019,2022-07-06T01:05:00,completed,credit_card,Germany,3.99,0.0,CAM104,14.04
O0009423,C00248,2022-03-25T15:06:00,completed,apple_pay,United Kingdom,3.99,0.0,,25.95
O0009424,C04019,2025-01-02T00:07:00,completed,paypal,Germany,3.99,0.0,CAM105,13.18
O0009425,C04019,2023-04-01T01:11:00,completed,paypal,Germany,3.99,0.0,,85.7
O0009426,C04019,2024-08-19T15:48:00,completed,apple_pay,Germany,5.99,0.0,CAM106,79.57
O0009427,C02771,2023-09-15T08:35:00,completed,bank_transfer,United States,3.99,0.0,,52.4
O0009428,C01876,2024-06-01T12:54:00,completed,apple_pay,Brazil,3.99,0.0,,44.01
O0009429,C04019,2024-01-01T09:02:00,completed,apple_pay,Germany,5.99,0.0,,78.71
O0009430,C04461,2025-04-15T10:17:00,completed,paypal,United States,3.99,0.0,,10.77
O0009431,C04994,2023-12-24T10:28:00,completed,bank_transfer,Germany,3.99,0.0,,114.1
O0009432,C04994,2023-02-23T12:58:00,completed,paypal,Germany,3.99,0.0,,8.99
O0009433,C04019,2024-01-15T10:34:00,completed,apple_pay,Germany,9.99,0.0,,26.12
O0009434,C04019,2024-05-29T21:02:00,completed,apple_pay,Germany,5.99,0.0,,25.76
O0009435,C01876,2025-01-20T05:11:00,completed,apple_pay,Brazil,3.99,0.0,,47.69
O0009436,C03691,2024-12-09T19:22:00,completed,credit_card,Brazil,3.99,10.0,CAM101,77.81
O0009437,C04019,2023-03-18T01:24:00,completed,google_pay,Germany,5.99,5.0,CAM106,63.92
O0009438,C04019,2023-10-15T11:25:00,completed,bank_transfer,Germany,9.99,0.0,,43.88
O0009439,C03691,2023-08-22T15:34:00,completed,paypal,Brazil,3.99,0.0,,18.43
O0009440,C04994,2025-07-13T20:53:00,completed,bank_transfer,Germany,3.99,0.0,,29.69
O0009441,C03466,2024-07-04T02:52:00,completed,credit_card,Brazil,3.99,0.0,,41.99
O0009442,C04019,2023-02-15T05:53:00,completed,bank_transfer,Germany,5.99,0.0,CAM101,87.7
O0009443,C04019,2023-12-26T07:25:00,completed,google_pay,Germany,0.0,0.0,,7.52
O0009444,C03387,2023-02-14T21:00:00,completed,credit_card,Brazil,0.0,0.0,,11.87
O0009445,C02771,2024-10-18T17:50:00,completed,apple_pay,United States,5.99,0.0,CAM104,58.66
O0009446,C04019,2022-03-02T12:40:00,completed,google_pay,Germany,5.99,0.0,,19.92
O0009447,C04019,2025-05-07T02:43:00,completed,bank_transfer,Germany,3.99,0.0,,41.47
O0009448,C04994,2023-09-04T06:15:00,completed,paypal,Germany,3.99,20.0,CAM109,74.41
O0009449,C04019,2024-06-20T14:21:00,completed,paypal,Germany,3.99,0.0,,42.48
O0009450,C02771,2023-04-03T18:00:00,completed,paypal,United States,3.99,0.0,,34.47
O0009451,C03832,2024-08-12T02:47:00,completed,paypal,France,0.0,0.0,,24.07
O0009452,C04019,2024-05-07T08:02:00,cancelled,bank_transfer,Germany,3.99,0.0,,145.43
O0009453,C04994,2022-05-14T19:02:00,completed,google_pay,Germany,3.99,20.0,CAM110,0.0
O0009454,C00248,2024-07-17T16:02:00,completed,paypal,United Kingdom,3.99,0.0,,114.1
O0009455,C00248,2022-08-15T00:42:00,completed,paypal,United Kingdom,3.99,0.0,,30.8
O0009456,C04019,2023-03-10T10:38:00,completed,bank_transfer,Germany,3.99,0.0,,17.84
O0009457,C00248,2022-03-08T11:32:00,completed,apple_pay,United Kingdom,0.0,0.0,,46.05
O0009458,C04019,2024-01-09T01:42:00,completed,apple_pay,Germany,3.99,0.0,,145.43
O0009459,C00248,2023-04-14T11:18:00,completed,credit_card,United Kingdom,5.99,0.0,,13.85
O0009460,C01073,2023-01-29T05:24:00,completed,credit_card,Canada,3.99,0.0,,47.66
O0009461,C00248,2022-09-08T06:05:00,completed,bank_transfer,United Kingdom,5.99,0.0,,50.74
O0009462,C04019,2024-06-18T11:19:00,completed,paypal,Germany,3.99,0.0,,11.95
O0009463,C04938,2024-02-02T13:45:00,completed,credit_card,Australia,5.99,0.0,,80.36
O0009464,C04019,2023-07-04T07:31:00,completed,apple_pay,Germany,0.0,0.0,CAM102,69.94
O0009465,C04019,2022-08-28T01:05:00,completed,apple_pay,Germany,3.99,0.0,,106.88
O0009466,C04019,2025-06-21T15:43:00,completed,google_pay,Germany,3.99,10.0,CAM102,73.23
O0009467,C04019,2023-12-11T12:32:00,completed,apple_pay,Germany,3.99,0.0,,47.55
O0009468,C01871,2024-12-25T17:12:00,completed,bank_transfer,Germany,3.99,0.0,,28.34
O0009469,C04019,2025-05-01T11:18:00,completed,paypal,Germany,3.99,10.0,CAM101,9.85
O0009470,C04019,2022-02-06T06:47:00,completed,bank_transfer,Germany,3.99,0.0,,10.27
O0009471,C04019,2025-08-28T13:04:00,completed,google_pay,Germany,3.99,0.0,,28.96
O0009472,C04019,2024-10-05T18:14:00,completed,paypal,Germany,3.99,0.0,,114.04
O0009473,C01379,2022-06-20T21:07:00,completed,bank_transfer,United States,3.99,0.0,,15.41
O0009474,C04019,2022-12-21T21:58:00,completed,paypal,Germany,3.99,5.0,CAM109,86.8
O0009475,C04019,2023-12-21T07:47:00,returned,google_pay,Germany,3.99,0.0,,45.33
O0009476,C04019,2023-10-21T17:02:00,completed,paypal,Germany,3.99,0.0,CAM101,29.62
O0009477,C00248,2024-12-24T06:16:00,completed,bank_transfer,United Kingdom,0.0,0.0,,13.84
O0009478,C04019,2023-12-23T19:06:00,completed,paypal,Germany,3.99,0.0,,27.48
O0009479,C03832,2022-09-26T08:29:00,completed,paypal,France,0.0,0.0,CAM104,47.03
O0009480,C04019,2024-11-23T04:51:00,completed,credit_card,Germany,5.99,0.0,CAM107,15.44
O0009481,C04019,2025-06-15T07:52:00,completed,bank_transfer,Germany,0.0,0.0,,10.12
O0009482,C01876,2023-10-06T00:18:00,completed,apple_pay,Brazil,5.99,0.0,CAM109,18.84
O0009483,C04019,2023-12-03T09:12:00,returned,google_pay,Germany,5.99,0.0,,27.85
O0009484,C04019,2024-03-09T19:14:00,completed,credit_card,Germany,3.99,0.0,,43.0
O0009485,C04019,2022-08-31T22:29:00,completed,paypal,Germany,3.99,0.0,CAM105,15.2
O0009486,C04019,2022-07-17T20:38:00,completed,credit_card,Germany,3.99,0.0,CAM103,33.98
O0009487,C04019,2022-02-03T05:36:00,completed,google_pay,Germany,5.99,0.0,CAM102,15.97
O0009488,C04019,2022-08-05T05:53:00,completed,credit_card,Germany,3.99,0.0,,24.84
O0009489,C00248,2025-05-28T03:57:00,completed,bank_transfer,United Kingdom,5.99,0.0,CAM101,16.95
O0009490,C04019,2022-06-05T23:22:00,completed,credit_card,Germany,3.99,0.0,,22.95
O0009491,C04019,2023-12-20T10:27:00,completed,google_pay,Germany,5.99,0.0,,124.12
O0009492,C00248,2022-04-14T13:18:00,completed,bank_transfer,United Kingdom,3.99,0.0,,51.02
O0009493,C04019,2025-07-25T03:22:00,completed,google_pay,Germany,0.0,5.0,CAM101,56.21
O0009494,C04019,2025-06-14T08:33:00,completed,apple_pay,Germany,0.0,0.0,,31.23
O0009495,C04019,2025-04-26T19:57:00,completed,apple_pay,Germany,3.99,10.0,CAM108,194.91
O0009496,C04019,2022-09-15T07:16:00,completed,apple_pay,Germany,5.99,0.0,,25.15
O0009497,C04019,2022-09-11T07:25:00,completed,bank_transfer,Germany,5.99,0.0,,12.22
O0009498,C02701,2025-09-01T01:52:00,completed,paypal,Brazil,3.99,0.0,,24.67
O0009499,C04019,2023-10-23T18:24:00,completed,paypal,Germany,3.99,0.0,,24.67
O0009500,C04019,2022-06-28T13:52:00,completed,credit_card,Germany,0.0,0.0,,7.37
O0009501,C03691,2022-09-20T13:40:00,completed,google_pay,Brazil,3.99,0.0,,46.24
O0009502,C04019,2022-09-28T15:26:00,completed,google_pay,Germany,3.99,10.0,CAM110,0.48
O0009503,C04019,2022-05-02T15:20:00,returned,bank_transfer,Germany,3.99,0.0,CAM103,52.78
O0009504,C04019,2024-06-08T05:43:00,completed,google_pay,Germany,0.0,0.0,,25.23
O0009505,C04019,2023-11-26T13:25:00,completed,google_pay,Germany,3.99,20.0,CAM110,51.43
O0009506,C03691,2024-04-27T20:20:00,returned,apple_pay,Brazil,3.99,0.0,,60.25
O0009507,C00248,2023-08-17T15:53:00,completed,paypal,United Kingdom,3.99,0.0,,25.02
O0009508,C04019,2022-09-30T06:18:00,completed,credit_card,Germany,3.99,0.0,CAM104,49.25
O0009509,C00248,2022-05-24T11:00:00,completed,credit_card,United Kingdom,5.99,0.0,,73.84
O0009510,C04019,2023-08-05T13:30:00,completed,bank_transfer,Germany,5.99,0.0,,90.84
O0009511,C00248,2022-09-19T23:59:00,completed,apple_pay,United Kingdom,3.99,0.0,,15.11
O0009512,C04019,2022-08-13T20:27:00,completed,google_pay,Germany,5.99,0.0,,53.02
O0009513,C04019,2023-12-11T09:57:00,completed,paypal,Germany,5.99,0.0,,93.24
O0009514,C04019,2023-09-03T03:16:00,completed,credit_card,Germany,3.99,0.0,,56.62
O0009515,C04019,2025-01-05T19:39:00,completed,google_pay,Germany,3.99,0.0,,20.85
O0009516,C00248,2023-08-04T07:21:00,completed,google_pay,United Kingdom,3.99,0.0,,103.09
O0009517,C01379,2023-04-04T06:09:00,completed,apple_pay,United States,3.99,0.0,,31.0
O0009518,C04019,2023-04-01T01:28:00,completed,paypal,Germany,3.99,0.0,,51.47
O0009519,C04019,2024-11-04T05:59:00,completed,apple_pay,Germany,3.99,0.0,,8.99
O0009520,C04019,2025-05-11T17:14:00,completed,apple_pay,Germany,3.99,0.0,,34.71
O0009521,C00248,2022-06-27T22:40:00,completed,paypal,United Kingdom,3.99,0.0,CAM109,19.47
O0009522,C04019,2025-04-18T05:09:00,returned,paypal,Germany,0.0,15.0,CAM106,13.72
O0009523,C00248,2025-01-06T00:02:00,completed,paypal,United Kingdom,3.99,0.0,,30.28
O0009524,C04019,2025-01-04T00:01:00,completed,google_pay,Germany,3.99,0.0,,18.26
O0009525,C04019,2024-03-09T16:10:00,completed,paypal,Germany,5.99,0.0,,30.85
O0009526,C04019,2025-04-02T15:56:00,completed,apple_pay,Germany,3.99,0.0,,208.27
O0009527,C03832,2024-06-08T00:38:00,completed,apple_pay,France,5.99,0.0,,50.52
O0009528,C01186,2023-06-16T21:50:00,completed,credit_card,United States,5.99,0.0,,57.46
O0009529,C01379,2024-07-28T11:42:00,completed,bank_transfer,United States,3.99,0.0,,47.55
O0009530,C00248,2023-07-08T18:07:00,completed,apple_pay,United Kingdom,3.99,0.0,,26.37
O0009531,C04019,2022-07-25T03:52:00,completed,credit_card,Germany,9.99,0.0,,31.65
O0009532,C04019,2022-11-18T18:06:00,returned,apple_pay,Germany,3.99,0.0,,17.0
O0009533,C03832,2023-05-18T18:07:00,completed,google_pay,France,3.99,0.0,,17.1
O0009534,C04938,2024-09-09T23:05:00,cancelled,paypal,Australia,3.99,0.0,,20.77
O0009535,C04019,2024-04-23T02:46:00,completed,paypal,Germany,3.99,0.0,,22.95
O0009536,C04019,2022-02-01T03:42:00,completed,bank_transfer,Germany,5.99,0.0,,14.94
O0009537,C04019,2025-03-28T17:05:00,completed,bank_transfer,Germany,3.99,15.0,CAM109,0.0
O0009538,C04019,2022-07-30T10:16:00,completed,bank_transfer,Germany,5.99,10.0,CAM105,20.48
O0009539,C00248,2022-05-11T10:26:00,completed,paypal,United Kingdom,3.99,0.0,,31.61
O0009540,C04019,2025-05-03T18:38:00,completed,credit_card,Germany,3.99,0.0,,41.47
O0009541,C04019,2022-11-22T21:28:00,completed,apple_pay,Germany,5.99,0.0,CAM103,28.05
O0009542,C04019,2024-11-05T09:25:00,completed,bank_transfer,Germany,5.99,0.0,,34.38
O0009543,C04019,2023-02-21T20:51:00,completed,paypal,Germany,3.99,0.0,,90.77
O0009544,C04019,2023-03-16T20:12:00,completed,bank_transfer,Germany,3.99,0.0,,25.58
O0009545,C00248,2022-12-25T14:07:00,completed,apple_pay,United Kingdom,3.99,20.0,CAM105,0.0
O0009546,C04019,2024-05-07T04:11:00,completed,google_pay,Germany,5.99,0.0,,43.01
O0009547,C04019,2022-12-17T20:46:00,completed,google_pay,Germany,3.99,5.0,CAM102,28.11
O0009548,C04019,2024-10-19T16:13:00,completed,paypal,Germany,3.99,0.0,,11.09
O0009549,C04019,2024-07-26T01:54:00,completed,paypal,Germany,9.99,0.0,,47.86
